Patient Id,First Name,Last Name,Client Patient Id,Gender,Age,Date Of Birth,Age DOB Estimated,Client Request Id,Sample Id,Date Received,Date Submitted,Date Verified,Date Published,Date Invalidated,Date Cancelled,Analysis,Result,Method,Instrument,Reportable,Sample Status,Period Criteria - created_at
P22-137921,Patricia,Miller,108-95-7230,3,72,1995-08-04 14:45:24.000000,False,435-67-4853,WB22-45351,,,,,,,HIV,,,,True,received,2022-02-01 07:33:52.417605
P22-137963,Jonathan,Manning,674-05-5741,1,89,2019-07-09 01:28:10.000000,True,821-05-3151,BP22-45013,,,,,,,HIV,,,,True,received,2022-02-01 07:33:58.687172
P22-137928,Vicki,Ware,395-30-4395,1,13,1984-11-03 21:57:52.000000,False,479-76-6812,BP22-45002,,,,,,,HIV,,,,True,received,2022-02-01 07:33:53.689509
P22-137994,Alexis,Clements,283-74-0635,2,16,1984-05-30 05:59:12.000000,True,814-88-8109,BP22-45026,,,,,,,HIV,,,,True,received,2022-02-01 07:34:03.774854
P22-138012,Michael,Ross,356-79-8731,3,87,1970-05-20 20:08:55.000000,True,354-92-4745,WB22-45378,,,,,,,HIV,,,,True,received,2022-02-01 07:34:05.912620
P22-138232,Ivan,Delacruz,607-10-9273,2,45,1990-05-23 19:29:14.000000,True,856-07-6808,BP22-45102,,,,,,,HIV,,,,True,received,2022-02-01 07:34:41.339686
P22-138032,Diamond,Mccoy,491-84-9507,2,37,2016-11-08 23:15:43.000000,True,725-18-4078,WB22-45384,,,,,,,HIV,,,,True,received,2022-02-01 07:34:09.533731
P22-137961,Karen,Ray,283-70-2399,3,20,1993-05-30 03:36:00.000000,False,273-09-8305,BP22-45011,,,,,,,HIV,,,,True,received,2022-02-01 07:33:58.312677
P22-138097,Alan,Bradley,649-21-3192,1,87,1982-01-30 20:49:42.000000,True,352-14-6810,BP22-45062,,,,,,,HIV,,,,True,received,2022-02-01 07:34:19.345699
P22-138088,Kelly,Medina,124-02-1136,1,3,2018-09-05 00:48:40.000000,True,416-66-9672,BP22-45060,,,,,,,HIV,,,,True,received,2022-02-01 07:34:17.893273
P22-137845,Elizabeth,Glover,433-37-7530,2,30,2013-06-21 08:31:18.000000,True,207-34-7111,WB22-45323,,,,,,,HIV,,,,True,received,2022-02-01 07:33:41.259862
P22-137985,Sabrina,Thomas,458-59-7737,2,51,1991-12-20 13:01:51.000000,True,041-65-3514,BP22-45023,,,,,,,HIV,,,,True,received,2022-02-01 07:34:02.041011
P22-138006,Michelle,Deleon,568-20-6606,2,79,1984-07-12 09:40:57.000000,False,141-64-8385,BP22-45032,,,,,,,HIV,,,,True,received,2022-02-01 07:34:05.197775
P22-138084,Jamie,Chavez,534-28-5185,1,82,2000-01-24 14:34:34.000000,False,504-68-5053,BP22-45058,,,,,,,HIV,,,,True,received,2022-02-01 07:34:17.136270
P22-138282,Alexis,Gill,200-36-9911,1,13,1997-11-26 16:30:44.000000,False,026-56-0068,WB22-45478,,,,,,,HIV,,,,True,received,2022-02-01 07:34:48.692569
P22-137840,Jared,Jones,512-70-7951,2,46,1970-02-07 21:10:55.000000,True,687-49-6557,WB22-45321,,,,,,,HIV,,,,True,received,2022-02-01 07:33:40.403180
P22-137880,Brandon,Murphy,686-43-4152,3,66,1986-03-23 23:00:32.000000,True,791-99-1486,WB22-45333,,,,,,,HIV,,,,True,received,2022-02-01 07:33:46.528374
P22-137850,Mark,Fitzpatrick,491-12-7036,3,63,1976-05-08 05:24:21.000000,True,559-29-2753,WB22-45324,,,,,,,HIV,,,,True,received,2022-02-01 07:33:41.982928
P22-137984,Brett,Jensen,510-51-4752,3,67,1986-09-15 22:01:24.000000,False,615-27-9045,WB22-45368,,,,,,,HIV,,,,True,received,2022-02-01 07:34:02.122646
P22-138037,Kyle,Morgan,069-06-9482,3,43,1988-08-03 16:08:12.000000,True,825-22-9802,WB22-45385,,,,,,,HIV,,,,True,received,2022-02-01 07:34:09.846153
P22-138057,Jennifer,Hall,474-22-8070,3,12,2009-04-15 13:13:26.000000,True,291-54-4390,WB22-45393,,,,,,,HIV,,,,True,received,2022-02-01 07:34:13.024157
P22-137888,Christine,Murillo,074-08-0311,3,46,1975-10-08 02:27:50.000000,False,330-38-9642,BP22-44988,,,,,,,HIV,,,,True,received,2022-02-01 07:33:47.601705
P22-137925,Amy,Collins,772-78-4410,1,46,2002-10-23 21:40:03.000000,True,650-09-6123,BP22-45001,,,,,,,HIV,,,,True,received,2022-02-01 07:33:53.163150
P22-137952,Sara,Fields,593-91-2177,3,27,2016-07-16 06:32:00.000000,True,651-34-6203,WB22-45360,,,,,,,HIV,,,,True,received,2022-02-01 07:33:57.040056
P22-137959,Victoria,Bryant,082-35-3974,1,84,2011-07-31 22:50:23.000000,False,816-96-9486,WB22-45361,,,,,,,HIV,,,,True,received,2022-02-01 07:33:57.885806
P22-137865,Ryan,Spencer,426-04-6209,3,86,1972-05-22 16:09:57.000000,False,889-21-6650,WB22-45328,,,,,,,HIV,,,,True,received,2022-02-01 07:33:44.137767
P22-137889,Patricia,White,667-24-6058,1,22,2009-12-02 12:05:54.000000,True,178-11-5587,WB22-45336,,,,,,,HIV,,,,True,received,2022-02-01 07:33:47.741225
P22-138040,Joanna,Weeks,794-23-2128,3,51,2013-09-23 04:44:12.000000,False,733-47-3393,BP22-45047,,,,,,,HIV,,,,True,received,2022-02-01 07:34:10.544791
P22-137967,Todd,Fields,660-86-1876,1,54,2013-06-19 19:53:44.000000,False,154-26-7813,BP22-45014,,,,,,,HIV,,,,True,received,2022-02-01 07:33:59.029910
P22-137903,Alice,Sanchez,716-83-7548,2,63,1987-11-07 01:20:51.000000,False,218-41-2079,WB22-45343,,,,,,,HIV,,,,True,received,2022-02-01 07:33:50.131845
P22-138030,Tanya,Gonzalez,129-66-7608,2,74,1982-05-03 23:48:15.000000,False,298-40-5723,BP22-45042,,,,,,,HIV,,,,True,received,2022-02-01 07:34:08.613120
P22-137979,Steven,Wilson,325-51-2862,2,65,1973-08-22 10:23:26.000000,True,599-21-1409,WB22-45366,,,,,,,HIV,,,,True,received,2022-02-01 07:34:00.809118
P22-137902,Edward,Edwards,603-57-0045,3,26,1983-03-14 09:22:02.000000,False,639-75-6780,WB22-45342,,,,,,,HIV,,,,True,received,2022-02-01 07:33:49.851003
P22-137979,Steven,Wilson,325-51-2862,2,65,1973-08-22 10:23:26.000000,True,599-21-1409,BP22-45019,,,,,,,HIV,,,,True,received,2022-02-01 07:34:01.134702
P22-138007,Steven,Jones,763-45-8134,2,47,1995-05-22 00:46:34.000000,True,740-42-8840,WB22-45376,,,,,,,HIV,,,,True,received,2022-02-01 07:34:05.497128
P22-138056,Brandon,Lopez,402-76-0962,1,72,1990-11-22 19:54:16.000000,False,471-93-0366,BP22-45051,,,,,,,HIV,,,,True,received,2022-02-01 07:34:12.873815
P22-138049,John,Joyce,067-66-8091,1,71,1992-01-23 17:37:54.000000,False,641-77-9136,WB22-45392,,,,,,,HIV,,,,True,received,2022-02-01 07:34:11.974060
P22-138055,Kevin,Bradshaw,650-18-1206,1,16,1991-11-12 02:57:51.000000,True,528-20-9556,BP22-45050,,,,,,,HIV,,,,True,received,2022-02-01 07:34:12.831850
P22-138010,Kristi,Smith,271-19-0807,2,87,1985-03-29 21:41:03.000000,False,264-18-2064,BP22-45033,,,,,,,HIV,,,,True,received,2022-02-01 07:34:06.035986
P22-138149,Rebecca,Payne,236-73-4651,1,57,2018-05-14 13:12:36.000000,False,293-28-9084,WB22-45428,,,,,,,HIV,,,,True,received,2022-02-01 07:34:27.706918
P22-138229,Gary,Smith,684-77-3416,1,18,2019-11-16 08:27:49.000000,False,617-06-7220,WB22-45462,,,,,,,HIV,,,,True,received,2022-02-01 07:34:40.737054
P22-137996,John,Mitchell,859-51-5775,2,52,2018-01-20 17:13:15.000000,False,702-28-5976,WB22-45371,,,,,,,HIV,,,,True,received,2022-02-01 07:34:04.076891
P22-138147,Leslie,Koch,057-11-4707,2,53,2018-10-11 18:27:19.000000,False,543-15-9584,BP22-45079,,,,,,,HIV,,,,True,received,2022-02-01 07:34:27.678910
P22-137996,John,Mitchell,859-51-5775,2,52,2018-01-20 17:13:15.000000,False,702-28-5976,WB22-45372,,,,,,,HIV,,,,True,received,2022-02-01 07:34:04.254551
P22-138080,Christopher,Ross,042-06-8147,1,59,2017-09-14 09:55:34.000000,True,028-06-2300,WB22-45402,,,,,,,HIV,,,,True,received,2022-02-01 07:34:17.087679
P22-138100,Sean,Brooks,488-07-9069,2,51,1996-01-23 09:02:48.000000,True,866-37-0155,WB22-45411,,,,,,,HIV,,,,True,received,2022-02-01 07:34:20.028242
P22-138107,Jerome,Alexander,620-63-6789,3,7,1994-10-23 23:03:57.000000,True,701-45-7251,WB22-45415,,,,,,,HIV,,,,True,received,2022-02-01 07:34:21.254431
P22-138157,Eric,Pham,086-26-4428,2,72,1982-09-09 15:53:40.000000,False,439-19-7738,WB22-45434,,,,,,,HIV,,,,True,received,2022-02-01 07:34:29.516016
P22-138032,Diamond,Mccoy,491-84-9507,2,37,2016-11-08 23:15:43.000000,True,725-18-4078,WB22-45382,,,,,,,HIV,,,,True,received,2022-02-01 07:34:09.129563
P22-138043,James,Carroll,823-22-9417,2,1,1987-04-05 02:26:14.000000,True,248-67-5047,WB22-45387,,,,,,,HIV,,,,True,received,2022-02-01 07:34:10.748341
P22-138110,Valerie,Wilson,458-52-3809,2,16,1999-12-05 00:43:20.000000,False,078-14-4712,BP22-45068,,,,,,,HIV,,,,True,received,2022-02-01 07:34:21.942650
P22-138212,Tammy,Rowland,380-10-8521,2,42,2012-02-09 11:57:22.000000,True,249-54-1686,WB22-45454,,,,,,,HIV,,,,True,received,2022-02-01 07:34:37.874039
P22-138131,Thomas,Garcia,209-43-2015,3,69,1983-02-20 07:18:21.000000,False,168-52-6260,BP22-45073,,,,,,,HIV,,,,True,received,2022-02-01 07:34:24.938631
P22-138217,Andrew,Hendrix,363-56-4474,2,40,1996-08-28 19:38:48.000000,False,656-52-3878,BP22-45098,,,,,,,HIV,,,,True,received,2022-02-01 07:34:38.689887
P22-138178,Daniel,Whitehead,275-69-9689,1,65,1991-08-24 12:16:34.000000,True,424-66-1615,WB22-45440,,,,,,,HIV,,,,True,received,2022-02-01 07:34:32.861508
P22-138131,Thomas,Garcia,209-43-2015,3,69,1983-02-20 07:18:21.000000,False,168-52-6260,BP22-45074,,,,,,,HIV,,,,True,received,2022-02-01 07:34:25.308980
P22-138188,Ross,Hill,884-42-5477,3,73,2013-05-04 07:40:57.000000,False,701-75-5313,BP22-45090,,,,,,,HIV,,,,True,received,2022-02-01 07:34:34.452887
P22-138235,Denise,Cabrera,444-29-6332,1,40,1984-01-29 02:05:39.000000,True,098-45-9841,BP22-45104,,,,,,,HIV,,,,True,received,2022-02-01 07:34:41.676846
P22-138071,Amy,Morris,167-63-6266,1,89,1974-12-09 09:27:51.000000,False,266-34-4334,WB22-45398,,,,,,,HIV,,,,True,received,2022-02-01 07:34:15.213974
P22-138148,Ryan,Clark,054-07-9295,2,62,1988-05-08 03:10:10.000000,False,278-08-2429,WB22-45427,,,,,,,HIV,,,,True,received,2022-02-01 07:34:27.678175
P22-138163,Ashley,Hayes,641-66-2709,3,31,1984-10-22 13:54:20.000000,True,271-53-1093,BP22-45083,,,,,,,HIV,,,,True,received,2022-02-01 07:34:30.364264
P22-138067,Charlotte,Miller,273-70-1423,3,88,2018-12-26 10:37:08.000000,False,574-84-4878,WB22-45397,,,,,,,HIV,,,,True,received,2022-02-01 07:34:14.957667
P22-138210,Amber,Mcfarland,319-90-1612,2,71,1971-08-22 17:33:46.000000,False,098-81-7038,BP22-45096,,,,,,,HIV,,,,True,received,2022-02-01 07:34:37.906343
P22-138266,Lindsey,Jackson,744-21-2589,1,27,1983-07-31 05:46:37.000000,True,527-06-0899,BP22-45117,,,,,,,HIV,,,,True,received,2022-02-01 07:34:46.528337
P22-138137,Jeffrey,Ward,146-37-8253,1,4,1992-10-27 17:31:45.000000,False,513-57-8948,WB22-45422,,,,,,,HIV,,,,True,received,2022-02-01 07:34:25.780496
P22-138268,Heather,Mccoy,358-09-6252,3,86,2017-11-04 12:12:28.000000,True,055-83-2996,BP22-45119,,,,,,,HIV,,,,True,received,2022-02-01 07:34:46.948218
P22-138169,Keith,Maxwell,853-59-8283,1,56,1982-08-26 03:46:11.000000,True,371-45-9142,BP22-45087,,,,,,,HIV,,,,True,received,2022-02-01 07:34:31.304254
P22-138127,Benjamin,Martin,266-09-8330,2,16,1997-03-27 15:40:08.000000,False,512-43-2594,BP22-45071,,,,,,,HIV,,,,True,received,2022-02-01 07:34:24.129541
P22-138292,Wanda,Smith,808-27-3140,1,24,1971-05-27 20:29:26.000000,True,644-08-0192,BP22-45130,,,,,,,HIV,,,,True,received,2022-02-01 07:34:50.282248
P22-138082,Michael,Wright,458-58-6175,1,52,2008-05-28 13:59:38.000000,False,217-71-9992,BP22-45057,,,,,,,HIV,,,,True,received,2022-02-01 07:34:16.978505
P22-138101,Tammy,Burns,186-49-6483,1,38,1985-12-25 16:45:51.000000,True,142-48-6990,WB22-45412,,,,,,,HIV,,,,True,received,2022-02-01 07:34:20.147397
P22-138144,James,Jordan,579-81-4934,3,24,2011-12-07 14:38:17.000000,True,560-04-5043,WB22-45425,,,,,,,HIV,,,,True,received,2022-02-01 07:34:26.984540
P22-138165,Kathryn,Fitzpatrick,001-11-1305,3,60,2012-07-31 00:31:03.000000,False,116-23-4273,BP22-45084,,,,,,,HIV,,,,True,received,2022-02-01 07:34:30.459170
P22-138176,Emily,Taylor,625-61-9254,1,87,2008-11-01 15:20:01.000000,True,870-69-3483,BP22-45088,,,,,,,HIV,,,,True,received,2022-02-01 07:34:32.376342
P22-138094,Lori,Clark,852-06-2100,1,76,2004-11-17 22:45:26.000000,True,318-24-2779,WB22-45408,,,,,,,HIV,,,,True,received,2022-02-01 07:34:19.143909
P22-138159,Jorge,Mcconnell,549-80-5897,2,49,1995-11-07 16:26:56.000000,True,532-75-3853,BP22-45080,,,,,,,HIV,,,,True,received,2022-02-01 07:34:29.421830
P22-138119,Hailey,Martinez,291-11-5829,1,53,1995-03-28 08:20:17.000000,False,697-44-2257,WB22-45420,,,,,,,HIV,,,,True,received,2022-02-01 07:34:22.830332
P22-138145,Karen,Horton,826-85-1459,3,78,2015-08-23 11:23:43.000000,False,490-24-6446,BP22-45078,,,,,,,HIV,,,,True,received,2022-02-01 07:34:27.083484
P22-138140,Cheryl,Reid,349-56-0840,1,90,1983-01-28 12:27:18.000000,True,396-81-3333,WB22-45423,,,,,,,HIV,,,,True,received,2022-02-01 07:34:26.540849
P22-138162,Michael,Hernandez,248-18-9916,1,7,1996-06-10 14:53:11.000000,True,464-96-6296,BP22-45082,,,,,,,HIV,,,,True,received,2022-02-01 07:34:30.055330
P22-138142,Nicholas,Montgomery,856-82-4150,3,28,2013-07-21 03:07:05.000000,True,649-50-4885,WB22-45424,,,,,,,HIV,,,,True,received,2022-02-01 07:34:26.809526
P22-138202,Stephanie,Ayers,482-73-7339,1,53,1979-01-22 11:07:20.000000,False,087-31-6537,BP22-45093,,,,,,,HIV,,,,True,received,2022-02-01 07:34:36.339633
P22-138211,Natasha,Glenn,188-67-8734,3,23,1978-02-20 10:38:01.000000,True,085-29-0179,WB22-45455,,,,,,,HIV,,,,True,received,2022-02-01 07:34:38.216743
P22-138241,Julia,Beck,500-30-6638,1,88,1989-05-12 05:24:09.000000,True,872-89-2004,BP22-45108,,,,,,,HIV,,,,True,received,2022-02-01 07:34:42.837348
P22-138185,Susan,James,865-18-4595,2,68,2021-11-29 05:31:00.000000,False,537-63-8970,WB22-45443,,,,,,,HIV,,,,True,received,2022-02-01 07:34:34.007664
P22-138234,Christian,Davies,246-87-3021,2,75,2014-02-03 06:06:59.000000,False,613-31-0566,BP22-45103,,,,,,,HIV,,,,True,received,2022-02-01 07:34:41.382843
P22-138195,Sydney,Knight,418-87-5339,2,46,2020-08-17 23:41:41.000000,True,773-61-6921,WB22-45447,,,,,,,HIV,,,,True,received,2022-02-01 07:34:35.374666
P22-138200,Julie,Jackson,541-03-6765,2,47,1985-04-30 14:02:59.000000,True,874-24-8220,BP22-45092,,,,,,,HIV,,,,True,received,2022-02-01 07:34:36.132521
P22-138243,Jennifer,Contreras,272-28-8923,3,8,2017-04-12 19:09:58.000000,False,203-46-1510,WB22-45467,,,,,,,HIV,,,,True,received,2022-02-01 07:34:43.566271
P22-138312,Elizabeth,Mcguire,314-16-2372,2,72,1975-01-20 12:37:17.000000,False,192-63-1987,BP22-45137,,,,,,,HIV,,,,True,received,2022-02-01 07:34:53.359462
P22-138279,Amy,Munoz,192-80-5045,3,72,1981-06-12 22:09:40.000000,True,883-08-1447,BP22-45123,,,,,,,HIV,,,,True,received,2022-02-01 07:34:48.193778
P22-138233,Andrew,Chapman,236-96-2724,1,24,2014-08-21 04:18:54.000000,True,566-58-1533,WB22-45464,,,,,,,HIV,,,,True,received,2022-02-01 07:34:41.516101
P22-138236,William,Murphy,135-20-1540,1,62,2016-06-03 10:28:28.000000,False,570-68-1909,BP22-45105,,,,,,,HIV,,,,True,received,2022-02-01 07:34:41.903634
P22-138284,Timothy,Oneill,258-22-8431,2,42,1992-01-16 15:04:43.000000,True,687-50-4204,WB22-45479,,,,,,,HIV,,,,True,received,2022-02-01 07:34:49.091418
P22-138296,Carrie,Norris,678-06-9039,2,70,2016-11-20 04:03:35.000000,True,722-06-8508,BP22-45132,,,,,,,HIV,,,,True,received,2022-02-01 07:34:50.870095
P22-138328,Shannon,Nielsen,701-87-1541,3,64,2010-06-01 10:42:07.000000,True,758-75-8964,WB22-45490,,,,,,,HIV,,,,True,received,2022-02-01 07:34:55.629011
P22-138297,Laura,Brown,182-95-9003,3,28,1978-07-20 03:26:57.000000,False,279-55-8869,BP22-45133,,,,,,,HIV,,,,True,received,2022-02-01 07:34:51.091135
P22-138293,Jacob,Vega,543-17-4518,3,63,2009-08-15 18:14:09.000000,False,356-38-6769,BP22-45129,,,,,,,HIV,,,,True,received,2022-02-01 07:34:50.186432
P22-138344,Eric,Miller,299-15-8757,3,29,2019-03-12 07:24:37.000000,True,102-37-3007,WB22-45497,,,,,,,HIV,,,,True,received,2022-02-01 07:34:58.419406
P22-138406,Alexis,Sanchez,404-76-1263,2,46,1992-11-28 14:54:34.000000,True,410-25-1696,BP22-45163,,,,,,,HIV,,,,True,received,2022-02-01 07:35:08.746628
P22-138279,Amy,Munoz,192-80-5045,3,72,1981-06-12 22:09:40.000000,True,883-08-1447,BP22-45124,,,,,,,HIV,,,,True,received,2022-02-01 07:34:48.556633
P22-138331,Nancy,Mcfarland,330-87-1839,1,85,1974-01-31 09:24:13.000000,True,023-32-5584,WB22-45492,,,,,,,HIV,,,,True,received,2022-02-01 07:34:56.275980
P22-138337,Steven,Simpson,462-49-7452,3,10,1975-08-29 20:02:22.000000,False,603-55-3119,WB22-45494,,,,,,,HIV,,,,True,received,2022-02-01 07:34:57.274813
P22-138358,Brian,Allen,281-39-4932,3,19,1980-11-15 16:35:08.000000,True,509-81-9217,BP22-45146,,,,,,,HIV,,,,True,received,2022-02-01 07:35:00.489833
P22-138387,Lance,Wilson,244-39-2740,3,88,1975-09-02 07:01:27.000000,True,458-99-7667,BP22-45154,,,,,,,HIV,,,,True,received,2022-02-01 07:35:04.862964
P22-138291,James,Yoder,648-14-6381,1,83,1977-09-27 15:44:24.000000,False,895-28-0528,BP22-45128,,,,,,,HIV,,,,True,received,2022-02-01 07:34:50.158118
P22-138352,John,Taylor,255-94-9529,2,87,1985-10-29 05:26:57.000000,True,309-34-2604,WB22-45499,,,,,,,HIV,,,,True,received,2022-02-01 07:34:59.362229
P22-138389,James,Cuevas,002-26-2546,2,17,2011-07-02 05:14:41.000000,False,103-15-5013,WB22-45508,,,,,,,HIV,,,,True,received,2022-02-01 07:35:05.186685
P22-138298,Kevin,Moreno,878-82-0123,2,29,2003-03-01 09:29:05.000000,False,875-99-1117,WB22-45482,,,,,,,HIV,,,,True,received,2022-02-01 07:34:51.422093
P22-138356,Tiffany,Martinez,623-98-8306,2,60,2002-08-03 21:17:21.000000,True,129-06-2669,BP22-45145,,,,,,,HIV,,,,True,received,2022-02-01 07:35:00.487438
P22-138314,Jonathan,Hoffman,437-55-6408,2,21,2018-01-29 21:43:55.000000,False,311-04-4004,WB22-45485,,,,,,,HIV,,,,True,received,2022-02-01 07:34:53.637798
P22-138361,Tonya,Howell,606-39-8348,2,59,1972-09-14 17:33:15.000000,False,500-05-4380,BP22-45148,,,,,,,HIV,,,,True,received,2022-02-01 07:35:00.776950
P22-138377,Eric,Smith,316-68-9786,2,81,1989-11-10 22:59:25.000000,True,644-19-5468,BP22-45151,,,,,,,HIV,,,,True,received,2022-02-01 07:35:03.377662
P22-138390,Parker,Moore,670-75-0694,2,59,1997-08-14 12:00:47.000000,True,390-70-0942,WB22-45510,,,,,,,HIV,,,,True,received,2022-02-01 07:35:05.653540
P22-138333,David,Mccall,323-17-4549,1,51,2020-01-16 05:44:56.000000,False,641-29-0396,BP22-45141,,,,,,,HIV,,,,True,received,2022-02-01 07:34:56.661094
P22-131643,Tiffany,Coleman,759-46-8925,1,23,2003-12-25 12:21:00.000000,False,518-97-1868,WB22-43228,,,,,,,HIV,,,,True,received,2022-01-23 08:00:13.518227
P22-131677,Larry,Sanford,074-58-0326,3,10,2015-09-24 07:51:16.000000,False,623-41-9594,WB22-43238,,,,,,,HIV,,,,True,received,2022-01-23 08:00:19.635767
P22-138400,Heather,Hernandez,146-69-7352,2,59,2012-12-19 00:51:27.000000,False,558-34-6787,WB22-45513,,,,,,,HIV,,,,True,received,2022-02-01 07:35:07.719644
P22-138406,Alexis,Sanchez,404-76-1263,2,46,1992-11-28 14:54:34.000000,True,410-25-1696,BP22-45164,,,,,,,HIV,,,,True,received,2022-02-01 07:35:08.846470
P22-131611,Kyle,Hill,802-81-5164,2,19,2009-12-26 16:09:40.000000,False,253-79-8703,WB22-43216,,,,,,,HIV,,,,True,received,2022-01-23 08:00:07.496703
P22-131673,Kimberly,Smith,056-83-2157,1,51,2019-08-09 14:46:02.000000,False,570-64-4796,BP22-42968,,,,,,,HIV,,,,True,received,2022-01-23 08:00:19.015521
P22-131611,Kyle,Hill,802-81-5164,2,19,2009-12-26 16:09:40.000000,False,253-79-8703,BP22-42947,,,,,,,HIV,,,,True,received,2022-01-23 08:00:08.247584
P22-131679,Sara,Mercado,261-19-4452,1,79,1997-01-09 15:53:50.000000,True,060-71-1812,WB22-43240,,,,,,,HIV,,,,True,received,2022-01-23 08:00:21.221333
P22-131622,Emily,Glass,529-60-6499,2,1,1980-06-10 23:16:41.000000,False,667-56-7865,BP22-42949,,,,,,,HIV,,,,True,received,2022-01-23 08:00:10.172082
P22-131703,Deborah,Gonzales,374-57-0162,1,9,1977-07-02 15:37:29.000000,False,168-30-1040,BP22-42976,,,,,,,HIV,,,,True,received,2022-01-23 08:00:25.289656
P22-131627,Martin,Bennett,209-24-3860,1,82,1998-05-15 00:49:36.000000,False,834-68-5709,WB22-43223,,,,,,,HIV,,,,True,received,2022-01-23 08:00:10.659792
P22-131629,Jessica,Chavez,380-35-2974,1,48,1974-09-22 16:20:14.000000,True,816-75-1445,WB22-43225,,,,,,,HIV,,,,True,received,2022-01-23 08:00:11.182357
P22-131641,Brandon,Martin,536-33-5829,1,18,2017-05-17 19:19:57.000000,False,639-61-7833,BP22-42958,,,,,,,HIV,,,,True,received,2022-01-23 08:00:13.305899
P22-131723,Ryan,Burton,440-75-7589,1,28,2018-04-20 08:29:05.000000,False,425-39-7801,BP22-42985,,,,,,,HIV,,,,True,received,2022-01-23 08:00:28.144238
P22-131717,Charles,Hoffman,038-30-9349,1,78,2009-01-14 21:53:16.000000,True,287-17-4479,WB22-43256,,,,,,,HIV,,,,True,received,2022-01-23 08:00:27.913220
P22-131645,Zachary,Gomez,105-28-1406,1,83,1971-05-21 12:54:36.000000,True,593-68-1130,BP22-42959,,,,,,,HIV,,,,True,received,2022-01-23 08:00:13.634809
P22-131704,Brandon,Ward,363-76-5915,1,52,2002-12-01 18:00:17.000000,False,245-57-4330,WB22-43248,,,,,,,HIV,,,,True,received,2022-01-23 08:00:25.262745
P22-131628,Lee,Lopez,358-44-5113,1,60,2001-09-18 09:34:45.000000,True,556-13-6636,BP22-42952,,,,,,,HIV,,,,True,received,2022-01-23 08:00:11.479637
P22-131815,Patrick,Diaz,539-83-0027,2,2,2011-06-21 09:14:23.000000,True,609-76-7083,BP22-43022,,,,,,,HIV,,,,True,received,2022-01-23 08:00:42.723703
P22-131801,Jonathan,Glass,547-72-2648,3,47,2018-08-31 22:50:53.000000,False,825-12-4851,BP22-43019,,,,,,,HIV,,,,True,received,2022-01-23 08:00:40.633346
P22-131814,Bobby,English,014-53-8942,1,23,1985-06-20 20:43:35.000000,True,126-57-4022,BP22-43023,,,,,,,HIV,,,,True,received,2022-01-23 08:00:42.779514
P22-131700,Susan,Mckee,053-45-1463,3,14,1999-11-10 11:02:18.000000,False,440-09-4063,WB22-43244,,,,,,,HIV,,,,True,received,2022-01-23 08:00:24.110531
P22-131670,Whitney,Phillips,159-83-6457,1,60,2006-02-18 23:03:52.000000,False,091-72-4586,WB22-43235,,,,,,,HIV,,,,True,received,2022-01-23 08:00:18.461150
P22-131702,Debra,Haynes,622-86-0162,1,68,1981-09-11 17:24:30.000000,False,704-02-5137,WB22-43247,,,,,,,HIV,,,,True,received,2022-01-23 08:00:24.700990
P22-131730,Erica,Jones,659-40-3766,2,35,1976-02-14 17:19:28.000000,False,682-09-8850,WB22-43260,,,,,,,HIV,,,,True,received,2022-01-23 08:00:29.663787
P22-131771,Heather,Bennett,121-41-7147,1,4,2002-07-04 10:14:46.000000,False,167-29-4553,BP22-43009,,,,,,,HIV,,,,True,received,2022-01-23 08:00:36.810254
P22-131780,Sarah,Collins,263-71-2973,3,22,2012-11-05 16:54:30.000000,True,839-19-0076,BP22-43011,,,,,,,HIV,,,,True,received,2022-01-23 08:00:37.659643
P22-131828,Ryan,Rivera,239-01-5782,3,35,1989-08-30 21:06:42.000000,True,679-98-5650,WB22-43291,,,,,,,HIV,,,,True,received,2022-01-23 08:00:45.257480
P22-131868,Cathy,Smith,791-03-9846,2,71,1979-11-12 03:32:46.000000,True,196-11-7437,WB22-43305,,,,,,,HIV,,,,True,received,2022-01-23 08:00:51.165128
P22-131980,Brandon,Davis,322-57-6467,1,13,2015-03-30 14:42:44.000000,False,852-16-5270,BP22-43064,,,,,,,HIV,,,,True,received,2022-01-23 08:01:07.960740
P22-131674,Amy,Valenzuela,478-56-8396,1,83,1993-07-04 03:19:33.000000,True,016-66-9312,WB22-43237,,,,,,,HIV,,,,True,received,2022-01-23 08:00:18.545587
P22-131755,Paul,Beck,160-26-3326,2,69,2008-05-26 04:21:23.000000,True,404-83-2578,WB22-43268,,,,,,,HIV,,,,True,received,2022-01-23 08:00:33.927154
P22-131689,Yolanda,Reese,722-30-7765,2,65,2003-10-07 19:53:14.000000,False,273-32-4849,BP22-42971,,,,,,,HIV,,,,True,received,2022-01-23 08:00:22.472231
P22-131649,Shawn,Carr,364-82-8877,3,44,2001-04-14 09:06:16.000000,False,381-52-6891,WB22-43230,,,,,,,HIV,,,,True,received,2022-01-23 08:00:15.015587
P22-131671,Christopher,Tate,613-61-0678,2,28,1975-11-11 23:06:49.000000,True,476-96-3631,BP22-42966,,,,,,,HIV,,,,True,received,2022-01-23 08:00:18.388664
P22-131699,Miguel,Marshall,294-91-3433,2,8,2006-06-30 19:15:22.000000,False,821-81-2565,WB22-43245,,,,,,,HIV,,,,True,received,2022-01-23 08:00:24.174806
